departamento,codigodanemunicipio,tipoarea,ano,mes,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
META,50711,Rural,2010,4,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
CAQUETA,18410,Rural,2007,3,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MUSE,"(1.494944213, -75.46308951)",Manipulación
ANTIOQUIA,5837,Rural,1999,11,No,Civil,Herido,Masculino,8.099159651,-76.73923237,Accidente por MAP,"(8.099159651, -76.73923237)",Sin Información
SANTANDER,68745,Rural,2002,5,No,Civil,Herido,Masculino,6.441321,-73.338071,Accidente por MAP,"(6.441321, -73.338071)",Agricultura
NORTE DE SANTANDER,54670,Rural,2006,10,No,Fuerza publica,Herido,Masculino,8.471944,-73.219167,Accidente por MAP,"(8.471944, -73.219167)",Fuerza publica
NORTE DE SANTANDER,54810,Rural,2004,4,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)","Pasando, estando cerca"
TOLIMA,73347,Rural,2006,3,No,Civil,Herido,Masculino,5.083098215,-75.18207132,Accidente por MAP,"(5.083098215, -75.18207132)",Sin Información
ANTIOQUIA,5147,Rural,1993,11,No,Fuerza publica,Muerto,Masculino,7.754994,-76.654277,Accidente por MAP,"(7.754994, -76.654277)",Fuerza publica
META,50577,Rural,2005,4,No,Fuerza publica,Herido,Masculino,3.270805,-73.372694,Accidente por MAP,"(3.270805, -73.372694)",Fuerza publica
ANTIOQUIA,5038,Rural,2003,3,No,Fuerza publica,Muerto,Masculino,6.885866,-75.335458,Accidente por MAP,"(6.885866, -75.335458)",Fuerza publica
CHOCO,27361,Rural,2006,5,No,Civil,Herido,Masculino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Muerto,Masculino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Muerto,Masculino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Herido,Masculino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Herido,Masculino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Herido,Femenino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
CHOCO,27361,Rural,2006,5,No,Civil,Herido,Femenino,5.154883,-76.685826,Accidente por MAP,"(5.154883, -76.685826)",Manipulación
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Muerto,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Muerto,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Herido,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Herido,Femenino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Herido,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Herido,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
ANTIOQUIA,5790,Rural,2004,3,No,Civil,Herido,Masculino,7.537256,-75.503544,Accidente por MAP,"(7.537256, -75.503544)",Sin Información
HUILA,41799,Rural,1992,7,No,Fuerza publica,Herido,Masculino,3.067077,-75.138764,Accidente por MAP,"(3.067077, -75.138764)",Fuerza publica
HUILA,41799,Rural,1992,7,No,Fuerza publica,Herido,Masculino,3.067077,-75.138764,Accidente por MAP,"(3.067077, -75.138764)",Fuerza publica
HUILA,41799,Rural,1992,7,No,Fuerza publica,Herido,Masculino,3.067077,-75.138764,Accidente por MAP,"(3.067077, -75.138764)",Fuerza publica
META,50590,Rural,2006,7,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicacion de cultivos ilicitos
META,50590,Rural,2006,7,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicacion de cultivos ilicitos
META,50590,Rural,2006,7,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicacion de cultivos ilicitos
VALLE DEL CAUCA,76001,Rural,2007,3,No,Fuerza publica,Herido,Masculino,3.441883,-76.520562,Accidente por MAP,"(3.441883, -76.520562)",Fuerza publica
ANTIOQUIA,5660,Rural,2004,10,No,Fuerza publica,Herido,Masculino,6.114722,-75.029167,Accidente por MAP,"(6.114722, -75.029167)",Fuerza publica
ANTIOQUIA,5660,Rural,2004,10,No,Fuerza publica,Herido,Masculino,6.114722,-75.029167,Accidente por MAP,"(6.114722, -75.029167)",Fuerza publica
ANTIOQUIA,5660,Rural,2004,10,No,Fuerza publica,Herido,Masculino,6.114722,-75.029167,Accidente por MAP,"(6.114722, -75.029167)",Fuerza publica
CAQUETA,18410,Rural,2014,1,No,Fuerza publica,Herido,Masculino,1.1625,-75.0725,Accidente por MAP,"(1.1625, -75.0725)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2014,1,No,Fuerza publica,Muerto,Masculino,8.656111111,-73.15111111,Accidente por MAP,"(8.656111111, -73.15111111)",Fuerza publica
CAQUETA,18753,Rural,2011,2,No,Civil,Herido,Masculino,2.120008,-74.768227,Accidente por MAP,"(2.120008, -74.768227)",Cuidado de animales
CAQUETA,18410,Rural,2014,1,No,Fuerza publica,Herido,Masculino,1.103888889,-75.01444444,Accidente por MAP,"(1.103888889, -75.01444444)",Fuerza publica
CAQUETA,18410,Rural,2014,1,No,Fuerza publica,Herido,Masculino,1.103888889,-75.01444444,Accidente por MAP,"(1.103888889, -75.01444444)",Fuerza publica
PUTUMAYO,86320,Rural,2014,1,No,Fuerza publica,Herido,Masculino,0.4975,-76.84166667,Accidente por MAP,"(0.4975, -76.84166667)",Fuerza publica
CAQUETA,18753,Rural,2014,1,No,Fuerza publica,Herido,Masculino,2.556111111,-74.74111111,Accidente por MAP,"(2.556111111, -74.74111111)",Fuerza publica
ARAUCA,81300,Rural,2014,1,No,Fuerza publica,Herido,Masculino,6.813055556,-71.75444444,Accidente por MAP,"(6.813055556, -71.75444444)",Fuerza publica
ANTIOQUIA,5120,Rural,2004,10,No,Civil,Herido,Masculino,7.577658378,-75.34988858,Accidente por MAP,"(7.577658378, -75.34988858)","Recogiendo comida, agua ó  madera"
CAQUETA,18753,Rural,2010,8,No,Civil,Herido,Masculino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)","Recogiendo comida, agua ó  madera"
CAQUETA,18753,Rural,2005,1,No,Civil,Herido,Masculino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)",Sin Información
CAQUETA,18753,Rural,2009,12,No,Civil,Herido,Masculino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)","Recogiendo comida, agua ó  madera"
CAQUETA,18410,Rural,2004,2,No,Civil,Herido,Femenino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Sin Información
CAQUETA,18410,Rural,2004,2,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
CAQUETA,18410,Rural,2004,2,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Cuidado de animales
CAQUETA,18410,Rural,2004,2,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)","Pasando, estando cerca"
CORDOBA,23807,Rural,2013,11,Indigena,Civil,Herido,Masculino,8.020751,-76.15504,Accidente por MAP,"(8.020751, -76.15504)",Transito por via usual
ANTIOQUIA,5031,Rural,2013,12,No,Civil,Herido,Masculino,6.909756999,-75.08032592,Accidente por MAP,"(6.909756999, -75.08032592)","Pasando, estando cerca"
ARAUCA,81794,Rural,2013,12,No,Civil,Herido,Masculino,6.461326276,-71.73918106,Accidente por MAP,"(6.461326276, -71.73918106)",Agricultura
CAQUETA,18001,Rural,2014,1,No,Civil,Herido,Masculino,1.621012,-75.619118,Accidente por MAP,"(1.621012, -75.619118)",Transito por trocha atajo
ARAUCA,81794,Rural,2014,1,No,Civil,Herido,Femenino,6.461326276,-71.73918106,Accidente por MAP,"(6.461326276, -71.73918106)",Cuidado de animales
LA GUAJIRA,44855,Rural,2013,10,No,Civil,Herido,Masculino,10.56530862,-73.01730888,Accidente por MAP,"(10.56530862, -73.01730888)",Cuidado de animales
LA GUAJIRA,44855,Rural,2013,10,No,Civil,Herido,Masculino,10.56530862,-73.01730888,Accidente por MAP,"(10.56530862, -73.01730888)",Cuidado de animales
LA GUAJIRA,44855,Rural,2013,10,No,Civil,Herido,Masculino,10.56530862,-73.01730888,Accidente por MAP,"(10.56530862, -73.01730888)",Cuidado de animales
LA GUAJIRA,44855,Rural,2013,11,No,Civil,Herido,Masculino,10.56530862,-73.01730888,Accidente por MAP,"(10.56530862, -73.01730888)",Cuidado de animales
ANTIOQUIA,5120,Rural,2014,1,No,Civil,Herido,Masculino,7.577658378,-75.34988858,Accidente por MAP,"(7.577658378, -75.34988858)",Transito por via usual
CAQUETA,18753,Rural,2010,9,No,Civil,Herido,Masculino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)",Sin Información
CAQUETA,18753,Rural,2003,10,No,Civil,Herido,Femenino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)",Sin Información
CAQUETA,18256,Rural,2005,3,No,Civil,Herido,Masculino,1.5767022,-75.34355008,Accidente por MUSE,"(1.5767022, -75.34355008)",Sin Información
CAQUETA,18001,Rural,2002,2,No,Civil,Herido,Masculino,1.624372405,-75.62217082,Accidente por MAP,"(1.624372405, -75.62217082)",Sin Información
CAQUETA,18001,Rural,2013,2,No,Civil,Herido,Masculino,1.624372405,-75.62217082,Accidente por MAP,"(1.624372405, -75.62217082)",Sin Información
CAQUETA,18410,Rural,2010,9,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Sin Información
NARINO,52079,Rural,2009,4,Indigena,Civil,Herido,Masculino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)",Sin Información
SANTANDER,68081,Urbana,1993,11,No,Civil,Herido,Masculino,7.061193,-73.855997,Accidente por MAP,"(7.061193, -73.855997)",Sin Información
SANTANDER,68081,Urbana,1993,11,No,Civil,Herido,Masculino,7.061193,-73.855997,Accidente por MAP,"(7.061193, -73.855997)",Sin Información
CAQUETA,18001,Urbana,1995,11,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MUSE,"(1.621012, -75.619118)",Sin Información
CAQUETA,18001,Urbana,1995,11,No,Civil,Herido,Femenino,1.621012,-75.619118,Accidente por MUSE,"(1.621012, -75.619118)",Sin Información
SANTANDER,68001,Rural,1998,11,No,Civil,Muerto,Masculino,7.105141468,-73.11699582,Accidente por MUSE,"(7.105141468, -73.11699582)",Sin Información
ANTIOQUIA,5361,Rural,2013,11,No,Fuerza publica,Muerto,Masculino,7.336388889,-75.72138889,Accidente por MAP,"(7.336388889, -75.72138889)",Fuerza publica
RISARALDA,66088,Rural,2002,7,No,Civil,Herido,Masculino,5.198463,-75.865746,Accidente por MAP,"(5.198463, -75.865746)",Sin Información
ANTIOQUIA,5313,Rural,2007,5,No,Civil,Herido,Masculino,6.087283175,-75.10127433,Accidente por MAP,"(6.087283175, -75.10127433)",Sin Información
ANTIOQUIA,5313,Rural,2007,5,No,Civil,Herido,Masculino,6.087283175,-75.10127433,Accidente por MAP,"(6.087283175, -75.10127433)",Sin Información
PUTUMAYO,86568,Rural,2011,5,No,Civil,Herido,Masculino,0.516708903,-76.50137002,Accidente por MAP,"(0.5167089034, -76.50137002)",Sin Información
BOLIVAR,13894,Rural,2004,12,No,Civil,Herido,Masculino,9.756357209,-74.81910241,Accidente por MAP,"(9.756357209, -74.81910241)",Sin Información
ANTIOQUIA,5313,Rural,2005,4,No,Civil,Herido,Masculino,6.090913874,-75.09148576,Accidente por MAP,"(6.090913874, -75.09148576)",Sin Información
META,50400,Rural,2014,1,No,Fuerza publica,Herido,Masculino,3.742777778,-74.2025,Accidente por MAP,"(3.742777778, -74.2025)",Fuerza publica
META,50251,Rural,2014,1,No,Fuerza publica,Herido,Masculino,3.643888889,-73.89416667,Accidente por MAP,"(3.643888889, -73.89416667)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,1,No,Fuerza publica,Herido,Masculino,7.324444444,-75.82833333,Accidente por MAP,"(7.324444444, -75.82833333)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,1,No,Fuerza publica,Herido,Masculino,7.324444444,-75.82833333,Accidente por MAP,"(7.324444444, -75.82833333)",Fuerza publica
NARINO,52835,Rural,2014,1,No,Fuerza publica,Muerto,Masculino,1.345277778,-78.60277778,Accidente por MAP,"(1.345277778, -78.60277778)",Fuerza publica
CAQUETA,18001,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.742222222,-75.73722222,Accidente por MAP,"(1.742222222, -75.73722222)",Fuerza publica
NARINO,52835,Rural,2014,2,No,Fuerza publica,Muerto,Masculino,1.423611111,-78.37777778,Accidente por MAP,"(1.423611111, -78.37777778)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,2,No,Fuerza publica,Herido,Masculino,7.158611111,-75.83777778,Accidente por MAP,"(7.158611111, -75.83777778)",Fuerza publica
CAQUETA,18753,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.088888889,-74.03083333,Accidente por MAP,"(1.088888889, -74.03083333)",Fuerza publica
CAQUETA,18592,Rural,2014,2,No,Fuerza publica,Herido,Masculino,2.072777778,-75.09083333,Accidente por MAP,"(2.072777778, -75.09083333)",Fuerza publica
CAQUETA,18410,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.163333333,-75.10416667,Accidente por MAP,"(1.163333333, -75.10416667)",Fuerza publica
META,50330,Rural,2014,2,No,Fuerza publica,Herido,Masculino,2.723333333,-74.06555556,Accidente por MAP,"(2.723333333, -74.06555556)",Fuerza publica
PUTUMAYO,86568,Rural,2014,2,No,Fuerza publica,Muerto,Masculino,0.423611111,-76.19611111,Accidente por MAP,"(0.4236111111, -76.19611111)",Fuerza publica
CAQUETA,18410,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.158055556,-75.08638889,Accidente por MAP,"(1.158055556, -75.08638889)",Fuerza publica
CAQUETA,18410,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.158055556,-75.08638889,Accidente por MAP,"(1.158055556, -75.08638889)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2014,2,No,Fuerza publica,Herido,Masculino,8.603055556,-73.23722222,Accidente por MAP,"(8.603055556, -73.23722222)",Fuerza publica
CAQUETA,18410,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.163333333,-75.09305556,Accidente por MAP,"(1.163333333, -75.09305556)",Fuerza publica
CAQUETA,18410,Rural,2014,2,No,Fuerza publica,Herido,Masculino,1.163333333,-75.09305556,Accidente por MAP,"(1.163333333, -75.09305556)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2014,2,No,Fuerza publica,Muerto,Masculino,8.614166667,-73.18277778,Accidente por MAP,"(8.614166667, -73.18277778)",Fuerza publica
NORTE DE SANTANDER,54800,Rural,2014,2,No,Fuerza publica,Herido,Masculino,8.614166667,-73.18277778,Accidente por MAP,"(8.614166667, -73.18277778)",Fuerza publica
META,50325,Rural,2014,2,No,Fuerza publica,Herido,Masculino,2.891111111,-71.48194444,Accidente por MAP,"(2.891111111, -71.48194444)",Fuerza publica
BOYACA,15223,Rural,2014,2,No,Fuerza publica,Herido,Masculino,6.937777778,-71.99083333,Accidente por MAP,"(6.937777778, -71.99083333)",Fuerza publica
CAQUETA,18410,Rural,2014,1,No,Fuerza publica,Herido,Masculino,1.165555556,-75.10472222,Accidente por MAP,"(1.165555556, -75.10472222)",Fuerza publica
ARAUCA,81001,Rural,2011,1,Indigena,Civil,Muerto,Masculino,7.087606,-70.75831,Accidente por MAP,"(7.087606, -70.75831)","Pasando, estando cerca"
CAQUETA,18753,Rural,2014,2,No,Fuerza publica,Herido,Masculino,2.525833333,-74.7625,Accidente por MAP,"(2.525833333, -74.7625)",Fuerza publica
ANTIOQUIA,5040,Rural,2014,3,No,Fuerza publica,Herido,Masculino,7.207222222,-75.01277778,Accidente por MAP,"(7.207222222, -75.01277778)",Fuerza publica
CAQUETA,18753,Rural,2014,3,No,Fuerza publica,Herido,Masculino,2.518611111,-74.74444444,Accidente por MAP,"(2.518611111, -74.74444444)",Fuerza publica
CAQUETA,18592,Rural,2014,3,No,Fuerza publica,Herido,Masculino,2.019166667,-75.10305556,Accidente por MAP,"(2.019166667, -75.10305556)",Fuerza publica
ANTIOQUIA,5847,Rural,2014,3,No,Fuerza publica,Herido,Masculino,6.435555556,-76.47611111,Accidente por MAP,"(6.435555556, -76.47611111)",Fuerza publica
ARAUCA,81736,Rural,2014,3,No,Fuerza publica,Herido,Masculino,6.868888889,-71.7825,Accidente por MAP,"(6.868888889, -71.7825)",Fuerza publica
NORTE DE SANTANDER,54245,Rural,2014,3,No,Fuerza publica,Muerto,Masculino,8.713333333,-73.34416667,Accidente por MAP,"(8.713333333, -73.34416667)",Fuerza publica
CAUCA,19780,Rural,2014,3,No,Fuerza publica,Herido,Masculino,3.065555556,-76.8025,Accidente por MAP,"(3.065555556, -76.8025)",Fuerza publica
VALLE DEL CAUCA,76563,Rural,2014,3,No,Fuerza publica,Herido,Masculino,3.445277778,-76.10277778,Accidente por MAP,"(3.445277778, -76.10277778)",Fuerza publica
CAQUETA,18410,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.158333333,-75.07694444,Accidente por MAP,"(1.158333333, -75.07694444)",Fuerza publica
CAQUETA,18410,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.158333333,-75.07694444,Accidente por MAP,"(1.158333333, -75.07694444)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,3,No,Fuerza publica,Herido,Masculino,7.2375,-75.84083333,Accidente por MAP,"(7.2375, -75.84083333)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,3,No,Fuerza publica,Herido,Masculino,7.2375,-75.84083333,Accidente por MAP,"(7.2375, -75.84083333)",Fuerza publica
CORDOBA,23580,Rural,2014,3,No,Fuerza publica,Herido,Masculino,7.545555556,-75.84194444,Accidente por MAP,"(7.545555556, -75.84194444)",Fuerza publica
CAUCA,19780,Rural,2014,3,No,Civil,Herido,Masculino,2.959894,-76.778262,Accidente por MAP,"(2.959894, -76.778262)",Área Despejada
CAQUETA,18610,Rural,2014,1,No,Civil,Muerto,Masculino,1.330064,-75.97379,Accidente por MAP,"(1.330064, -75.97379)","Pasando, estando cerca"
ANTIOQUIA,5361,Rural,2014,1,No,Civil,Muerto,Masculino,7.202165866,-75.8713528,Accidente por MAP,"(7.202165866, -75.8713528)","Pasando, estando cerca"
ANTIOQUIA,5887,Rural,2014,1,No,Civil,Muerto,Masculino,6.99904216,-75.59710486,Accidente por MAP,"(6.99904216, -75.59710486)","Pasando, estando cerca"
NARINO,52835,Rural,2014,1,Indigena,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
CAUCA,19780,Rural,2014,3,No,Civil,Herido,Masculino,2.959894,-76.778262,Accidente por MAP,"(2.959894, -76.778262)",Área Despejada
ANTIOQUIA,5361,Rural,2014,3,No,Civil,Muerto,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)","Pasando, estando cerca"
CAQUETA,18150,Rural,2014,3,No,Civil,Herido,Masculino,1.335258,-74.843733,Accidente por MAP,"(1.335258, -74.843733)",Área Despejada
CAUCA,19780,Rural,2014,3,No,Civil,Herido,Masculino,2.959894,-76.778262,Accidente por MAP,"(2.959894, -76.778262)",Área Despejada
CAUCA,19780,Rural,2014,3,No,Civil,Herido,Masculino,2.959894,-76.778262,Accidente por MAP,"(2.959894, -76.778262)",Área Despejada
CAUCA,19780,Rural,2014,3,No,Civil,Herido,Masculino,2.959894,-76.778262,Accidente por MAP,"(2.959894, -76.778262)",Área Despejada
CAQUETA,18001,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.788888889,-75.45027778,Accidente por MAP,"(1.788888889, -75.45027778)",Fuerza publica
CHOCO,27006,Rural,2014,3,No,Civil,Herido,Masculino,8.509071,-77.281231,Accidente por MAP,"(8.509071, -77.281231)","Pasando, estando cerca"
CHOCO,27006,Rural,2014,3,No,Civil,Herido,Masculino,8.509071,-77.281231,Accidente por MAP,"(8.509071, -77.281231)","Pasando, estando cerca"
VALLE DEL CAUCA,76275,Rural,2014,3,Indigena,Civil,Herido,Masculino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)",Agricultura
ANTIOQUIA,5361,Rural,2014,3,No,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MUSE,"(7.171637, -75.764403)",Agricultura
CAQUETA,18610,Rural,2014,4,No,Civil,Herido,Masculino,1.172,-76.193,Accidente por MAP,"(1.172, -76.193)","Recogiendo comida, agua ó  madera"
CAQUETA,18610,Rural,2014,4,No,Civil,Herido,Masculino,1.172,-76.193,Accidente por MAP,"(1.172, -76.193)","Recogiendo comida, agua ó  madera"
CAQUETA,18610,Rural,2014,4,No,Civil,Herido,Masculino,1.172,-76.193,Accidente por MAP,"(1.172, -76.193)","Recogiendo comida, agua ó  madera"
CHOCO,27001,Rural,2014,3,Indigena,Civil,Muerto,Masculino,5.694248,-76.650754,Accidente por MAP,"(5.694248, -76.650754)","Pasando, estando cerca"
NARINO,52835,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.423333333,-78.38111111,Accidente por MAP,"(1.423333333, -78.38111111)",Fuerza publica
CHOCO,27787,Rural,2014,3,No,Fuerza publica,Herido,Masculino,5.277777778,-76.335,Accidente por MAP,"(5.277777778, -76.335)",Fuerza publica
NARINO,52835,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.621388889,-78.39722222,Accidente por MAP,"(1.621388889, -78.39722222)",Fuerza publica
AMAZONAS,91669,Rural,2014,3,No,Fuerza publica,Muerto,Masculino,-0.624722222,-72.38194444,Accidente por MAP,"(-0.6247222222, -72.38194444)",Fuerza publica
AMAZONAS,91669,Rural,2014,3,No,Fuerza publica,Muerto,Masculino,-0.624722222,-72.38194444,Accidente por MAP,"(-0.6247222222, -72.38194444)",Fuerza publica
AMAZONAS,91669,Rural,2014,3,No,Fuerza publica,Herido,Masculino,-0.624722222,-72.38194444,Accidente por MAP,"(-0.6247222222, -72.38194444)",Fuerza publica
ARAUCA,81736,Rural,2014,3,No,Fuerza publica,Herido,Masculino,6.839722222,-71.76777778,Accidente por MAP,"(6.839722222, -71.76777778)",Fuerza publica
ARAUCA,81736,Rural,2014,3,No,Fuerza publica,Herido,Masculino,6.839722222,-71.76777778,Accidente por MAP,"(6.839722222, -71.76777778)",Fuerza publica
NORTE DE SANTANDER,54820,Rural,2014,3,No,Fuerza publica,Herido,Masculino,7.0625,-72.22972222,Accidente por MAP,"(7.0625, -72.22972222)",Fuerza publica
CAUCA,19780,Rural,2014,3,No,Fuerza publica,Herido,Masculino,3.0675,-76.79027778,Accidente por MAP,"(3.0675, -76.79027778)",Fuerza publica
CAQUETA,18410,Rural,2014,3,No,Fuerza publica,Herido,Masculino,1.178888889,-75.09722222,Accidente por MAP,"(1.178888889, -75.09722222)",Fuerza publica
ARAUCA,81736,Rural,2014,3,No,Fuerza publica,Herido,Masculino,6.931111111,-71.9175,Accidente por MAP,"(6.931111111, -71.9175)",Fuerza publica
NORTE DE SANTANDER,54206,Rural,2014,3,No,Fuerza publica,Herido,Masculino,8.591388889,-73.3225,Accidente por MAP,"(8.591388889, -73.3225)",Fuerza publica
ARAUCA,81794,Rural,2014,4,No,Fuerza publica,Herido,Masculino,6.606944444,-71.61583333,Accidente por MAP,"(6.606944444, -71.61583333)",Fuerza publica
CAUCA,19418,Rural,2014,4,No,Fuerza publica,Muerto,Masculino,3.098888889,-76.81722222,Accidente por MAP,"(3.098888889, -76.81722222)",Fuerza publica
ARAUCA,81736,Rural,2014,4,No,Fuerza publica,Herido,Masculino,6.936111111,-71.98666667,Accidente por MAP,"(6.936111111, -71.98666667)",Fuerza publica
NORTE DE SANTANDER,54250,Rural,2014,4,No,Fuerza publica,Herido,Masculino,8.61,-73.02194444,Accidente por MAP,"(8.61, -73.02194444)",Fuerza publica
TOLIMA,73168,Rural,2014,4,No,Fuerza publica,Muerto,Masculino,3.904444444,-75.65888889,Accidente por MAP,"(3.904444444, -75.65888889)",Fuerza publica
ARAUCA,81065,Rural,2014,4,No,Fuerza publica,Herido,Masculino,6.815277778,-71.49388889,Accidente por MAP,"(6.815277778, -71.49388889)",Fuerza publica
ANTIOQUIA,5361,Rural,2014,4,No,Fuerza publica,Herido,Masculino,7.3375,-75.91666667,Accidente por MAP,"(7.3375, -75.91666667)",Fuerza publica
ARAUCA,81736,Rural,2014,4,No,Fuerza publica,Herido,Masculino,6.930277778,-71.77138889,Accidente por MAP,"(6.930277778, -71.77138889)",Fuerza publica
NORTE DE SANTANDER,54810,Rural,2014,4,No,Fuerza publica,Muerto,Masculino,8.633611111,-72.87055556,Accidente por MAP,"(8.633611111, -72.87055556)",Fuerza publica
NORTE DE SANTANDER,54810,Rural,2014,4,No,Fuerza publica,Herido,Masculino,8.633611111,-72.87055556,Accidente por MAP,"(8.633611111, -72.87055556)",Fuerza publica
